TEXT,RATING
"These were way too low cut, especially in the back. The waistband did not come up high enough. I would have been flashing my butt crack all day. The print was nice though",2
"They were not flattering and the legs were ridiculously wide. I'm very short and that just doesn't work for me.",2
"I'm a pretty solid medium in most standard brands and sizes, but on these pants, the length was rather long on me (I'm 5'5\",2
"If your looking for slightly opaque tights then you got it! The material is not cotton which I thought they were. They are nylon.",2
"Wonderfully soft, lightweight and true to size except WAY TOO LONG. I'm average height, 5' 5\",2
"These pants were oddly proportioned on me and the quality was inconsistent. The waist measurement was correct for me on the size 6, but the rise was too short so they wanted to ride up. Not cute and not comfortable. I tried an 8 (which was too big in the waist), but they still looked like they were riding up in the front (also not cute). And strangely, the thighs were tighter on the bigger size. The fabric was ok, but a little thin. They didn't seem like they would last very long.",2
"These pants are super cute and comfy. I was so excited when I found them! However, within an hour or wearing them the elastic had already broken. I am so bummed. Usually I don't have an issue with the quality of the clothes I buy at Target but these are clearly very cheaply made.",2
"They were comfortable the first time I wore them. And then I washed them in cold water, and even line dried them - and they totally shrunk. If I wanted leggings, I would have bought leggings. Disappointed.",2
"There was much to like about these pants: they were super soft, fit pretty darn well top to bottom (i.e. very true to size, and not dumpy), and were a pleasing color. I really wanted them to work.\n\nI returned them, though, because they have big, exaggerated pockets that draw A LOT of attention to the hip area. There are lines outlining the pockets in a bright thread that made me feel like there were giant arrows pointing directly to my hips.\n\nI ordered these pants because I had a baby not long ago and wanted something that would be easy to wear and easy to get on and off; while these fit the bill in that department, I hated the way I looked in them, so they went back.",2
"These pants are so soft and comfortable, yet the dust of little red particles makes the pants not worth the hassle. I thought it was minor shedding when I tried them on. However even after washing the pants the dust still was there. It's an annoyance and leaves its mark EVERYWHERE! My lint brush has been a life saver!",2
"While the pants are nice and long, the quality wasn't what I was looking for so these were returned. The bottom of the pants legs and the inseam and outseam aren't turned and hemmed. They are just kinda stitched. Also, the waist doesn't have stitching between the drawstring and the top of the pants. Missing that line of stitching makes the pants bunch up funny when you snug them on and uncomfortable. The long length is why I gave these 2 stars.",2
"I have worn these pants 2 days in a row and have already discovered a hole in the crotch and the drawstrings are fraying! The hole can easily be repaired, but I haven't even washed them?? But, they are very comfortable! But I don't recommend, not even to an enemy!",2
"I love how these leggings fit; however they are completely see through. They are essentially footless tights. I am so sad because they look amazing on.",2
"I wore these one time and they were amazing! So cute and comfortable! And then we washed them just like it says on the tag...tumble dry low...the pants shrunk at least 3-4 inches! I have to wear them almost hanging off my butt in order for them to be long enough! If you want palazzo pants, don't get these! While they may be adorable, I'm sure there are much better palazzo pants out there that won't give you so much trouble!!",2
"These were way too low cut, especially in the back. The waistband did not come up high enough. I would have been flashing my butt crack all day. The print was nice though",2
"They were not flattering and the legs were ridiculously wide. I'm very short and that just doesn't work for me.",2
"I'm a pretty solid medium in most standard brands and sizes, but on these pants, the length was rather long on me (I'm 5'5\",2
"If your looking for slightly opaque tights then you got it! The material is not cotton which I thought they were. They are nylon.",2
"I also agree with previous reviewer - these are not knee pants.  They are capris and it says that on tag and on receipt.  I have a pair of actual C9 knee pants from a few years ago, and these are not same length or fit.",2
"I purchased these thinking they would be \",2
"I thought these pants were decent - cute style, good fit, not the highest quality fabric but good enough - until I worked out with my husband and he told me the exact color and pattern of my underwear was completely noticeable when I bent over. They're now home workout pants.",2
"The leggings I received look like the picture, but they are so thin that my underwear lines can be clearly seen without even bending over! The only way I could wear these is to go commando, which I am not enthusiastic about. It's a pity but these are getting returned.",2
"I like the design on them, but once I put them on I realized the low quality of them. The rear is completely see-through once you put them on. It also looks very unflattering as it cuts weirdly into your skin instead of keeping everything tight and together like high-quality spandex pants do. They were fairly thin and not very stretchy, so I feared they'd rip immediately when doing any kind of workout. Wish I tried them on first; I will be returning.",2
"I thought these pants were decent - cute style, good fit, not the highest quality fabric but good enough - until I worked out with my husband and he told me the exact color and pattern of my underwear was completely noticeable when I bent over. They're now home workout pants.",2
"The leggings I received look like the picture, but they are so thin that my underwear lines can be clearly seen without even bending over! The only way I could wear these is to go commando, which I am not enthusiastic about. It's a pity but these are getting returned.",2
"I like the design on them, but once I put them on I realized the low quality of them. The rear is completely see-through once you put them on. It also looks very unflattering as it cuts weirdly into your skin instead of keeping everything tight and together like high-quality spandex pants do. They were fairly thin and not very stretchy, so I feared they'd rip immediately when doing any kind of workout. Wish I tried them on first; I will be returning.",2
"I needed briefs that were in cotton for vacation. Even I bought a size larger because of design it hung down below stomach and wrestle it on long trip. Not for mature women but for juniors.",2
"Comfortable but not as nice as the C9 Premium product that comes in a 3-pack. So, pay a little more and get a better exercise-friendly panty.",2
"I bought this bra for running because of the advertised \",2
"I bought this bra for running because of the advertised \",2
"Ordered a large which is what I usually wear. It fit perfectly everywhere except the bust. I'm a D cup and I was spilling out of both sides. This one is for smaller breasted women than me, unfortunately. What a shame because I loved the back!",2
"unless your a gymnast or small busted, don't bother with this suit. it is difficult to get into and it smooshes your chest out the sides.",2
"This is a really cute suit. But, my daughter wears a size 6. The medium and small were both too small and the large was way too big.",2
"I had to return these. They run much larger/wider than another pair S Sport I bought. (I had to click \",2
"The only reason I give these two stars is that they are not falling apart immediately. However, I would never buy them again. I didn't want to spend a lot of money on walking/running shoes during my pregnancy, as I knew the swelling in my feet would eventually go away. I bought these to wear until I after I had my child. I am looking forward to not wearing these anymore! They get the job done, but there is virtually no support and they are roomy to the point of being loose. My feet ache after just walking in them, so I could not imagine running. No arch support, poor cushioning, poor stability. Not worth the 27 dollars I paid for them.",2
"I purchased these because the last shoes I purchased lasted for 1 year. So I decided to spend a little more money hoping to get better quality. I dont know how long these will hold up. But I am disappointed with the quality. I have to keep adjusting the tongue.",2
"Comfortable but not as nice as the C9 Premium product that comes in a 3-pack. So, pay a little more and get a better exercise-friendly panty.",2
"I needed briefs that were in cotton for vacation. Even I bought a size larger because of design it hung down below stomach and wrestle it on long trip. Not for mature women but for juniors.",2
"This is a really cute suit. But, my daughter wears a size 6. The medium and small were both too small and the large was way too big.",2
"Material is a sticky polyester material and feels cheap. I am 5ft 10in and athletic and was looking not for a golf pant, but something I could wear to the gym and around town other than typical shorter yoga pants. For my height, the rise is way too short for me. Will return both pairs I bought to my local Target store.",2
"unless your a gymnast or small busted, don't bother with this suit. it is difficult to get into and it smooshes your chest out the sides.",2
"I needed briefs that were in cotton for vacation. Even I bought a size larger because of design it hung down below stomach and wrestle it on long trip. Not for mature women but for juniors.",2
"Comfortable but not as nice as the C9 Premium product that comes in a 3-pack. So, pay a little more and get a better exercise-friendly panty.",2
"I thought these pants were decent - cute style, good fit, not the highest quality fabric but good enough - until I worked out with my husband and he told me the exact color and pattern of my underwear was completely noticeable when I bent over. They're now home workout pants.",2
"The leggings I received look like the picture, but they are so thin that my underwear lines can be clearly seen without even bending over! The only way I could wear these is to go commando, which I am not enthusiastic about. It's a pity but these are getting returned.",2
"I like the design on them, but once I put them on I realized the low quality of them. The rear is completely see-through once you put them on. It also looks very unflattering as it cuts weirdly into your skin instead of keeping everything tight and together like high-quality spandex pants do. They were fairly thin and not very stretchy, so I feared they'd rip immediately when doing any kind of workout. Wish I tried them on first; I will be returning.",2
"I bought this bra for running because of the advertised \",2
"I also agree with previous reviewer - these are not knee pants.  They are capris and it says that on tag and on receipt.  I have a pair of actual C9 knee pants from a few years ago, and these are not same length or fit.",2
"I purchased these thinking they would be \",2
"I thought these pants were decent - cute style, good fit, not the highest quality fabric but good enough - until I worked out with my husband and he told me the exact color and pattern of my underwear was completely noticeable when I bent over. They're now home workout pants.",2
"The leggings I received look like the picture, but they are so thin that my underwear lines can be clearly seen without even bending over! The only way I could wear these is to go commando, which I am not enthusiastic about. It's a pity but these are getting returned.",2
"I like the design on them, but once I put them on I realized the low quality of them. The rear is completely see-through once you put them on. It also looks very unflattering as it cuts weirdly into your skin instead of keeping everything tight and together like high-quality spandex pants do. They were fairly thin and not very stretchy, so I feared they'd rip immediately when doing any kind of workout. Wish I tried them on first; I will be returning.",2
"Ordered a large which is what I usually wear. It fit perfectly everywhere except the bust. I'm a D cup and I was spilling out of both sides. This one is for smaller breasted women than me, unfortunately. What a shame because I loved the back!",2
"This is a really cute suit. But, my daughter wears a size 6. The medium and small were both too small and the large was way too big.",2
"Material is a sticky polyester material and feels cheap. I am 5ft 10in and athletic and was looking not for a golf pant, but something I could wear to the gym and around town other than typical shorter yoga pants. For my height, the rise is way too short for me. Will return both pairs I bought to my local Target store.",2
"unless your a gymnast or small busted, don't bother with this suit. it is difficult to get into and it smooshes your chest out the sides.",2
"I needed briefs that were in cotton for vacation. Even I bought a size larger because of design it hung down below stomach and wrestle it on long trip. Not for mature women but for juniors.",2
"Comfortable but not as nice as the C9 Premium product that comes in a 3-pack. So, pay a little more and get a better exercise-friendly panty.",2
"I thought these pants were decent - cute style, good fit, not the highest quality fabric but good enough - until I worked out with my husband and he told me the exact color and pattern of my underwear was completely noticeable when I bent over. They're now home workout pants.",2
"The leggings I received look like the picture, but they are so thin that my underwear lines can be clearly seen without even bending over! The only way I could wear these is to go commando, which I am not enthusiastic about. It's a pity but these are getting returned.",2
"I like the design on them, but once I put them on I realized the low quality of them. The rear is completely see-through once you put them on. It also looks very unflattering as it cuts weirdly into your skin instead of keeping everything tight and together like high-quality spandex pants do. They were fairly thin and not very stretchy, so I feared they'd rip immediately when doing any kind of workout. Wish I tried them on first; I will be returning.",2
"I bought this bra for running because of the advertised \",2
"I also agree with previous reviewer - these are not knee pants.  They are capris and it says that on tag and on receipt.  I have a pair of actual C9 knee pants from a few years ago, and these are not same length or fit.",2
"I purchased these thinking they would be \",2
"I thought these pants were decent - cute style, good fit, not the highest quality fabric but good enough - until I worked out with my husband and he told me the exact color and pattern of my underwear was completely noticeable when I bent over. They're now home workout pants.",2
"The leggings I received look like the picture, but they are so thin that my underwear lines can be clearly seen without even bending over! The only way I could wear these is to go commando, which I am not enthusiastic about. It's a pity but these are getting returned.",2
"I like the design on them, but once I put them on I realized the low quality of them. The rear is completely see-through once you put them on. It also looks very unflattering as it cuts weirdly into your skin instead of keeping everything tight and together like high-quality spandex pants do. They were fairly thin and not very stretchy, so I feared they'd rip immediately when doing any kind of workout. Wish I tried them on first; I will be returning.",2
"Ordered a large which is what I usually wear. It fit perfectly everywhere except the bust. I'm a D cup and I was spilling out of both sides. This one is for smaller breasted women than me, unfortunately. What a shame because I loved the back!",2
"The material was ok, but the model in the picture must have been a giant because I ordered a small and the skirt went down to my knees and the bottom was way too wide.",2
"The material was ok, but the model in the picture must have been a giant because I ordered a small and the skirt went down to my knees and the bottom was way too wide.",2
"I typically wear a size 4 in levis. I tried on the 4 and they wouldn't stay up, but the 2 fit well... Slightly loose, but not baggy, BUT I needed a belt. After one wash they were extremely tight ( although the waist finally fit!) and not flattering anymore- returning them!",2
"I typically wear a size 4 in levis. I tried on the 4 and they wouldn't stay up, but the 2 fit well... Slightly loose, but not baggy, BUT I needed a belt. After one wash they were extremely tight ( although the waist finally fit!) and not flattering anymore- returning them!",2
"These shorts oddly flare out from the waistband, which ended up being very unflattering on my body type (5'3\",2
"I'm 5'4 just under 120lbs and ordered an xs online. It's cute enough but roomy for an extra small, here's hoping it shrinks some in the wash. A little darker than pictured, it has no back pockets which in combination with the oversize fit has an unflattering flattening effect.",2
"I'm 5'4 just under 120lbs and ordered an xs online. It's cute enough but roomy for an extra small, here's hoping it shrinks some in the wash. A little darker than pictured, it has no back pockets which in combination with the oversize fit has an unflattering flattening effect.",2
"This isn't the swimsuit for me,\nIt didn't provide enough coverage or support\nI wish the cups itself had more fabric to provide sufficient coverage",2
"I bought this bikini top based on reviews saying it was supportive enough for a D cup- but I did not find that to be the case. Even in the extra large size it wasn't quite enough for me ( I am a 38 DD).\n\nOverall the style and quality are quite good- just wish they had a plus size version.",2
"Love this suit, but I am a bit confused. When I put on the swimsuit I did not transform into the picture. The lady who recommended this said \",2
"This isn't the swimsuit for me,\nIt didn't provide enough coverage or support\nI wish the cups itself had more fabric to provide sufficient coverage",2
"I absolutely love the look and style of this top but unfortunately the scallops just did not lay very nicely on my chest. The scallops are made of just one layer of very flimsy bathing suit material so they were kind of flopping around. I'm an A cup so maybe for a larger chest it would lay better? Unfortunately I'm taking this one back to the store.",2
"I wear a 34A bra and the medium was WAY too small for me. I could barely fasten the lower hook and fastening the upper hook was impossible on my own. Once fastened it was entirely too tight. Not comfortable at all.",2
"This product is super cute and I love the ruffle details on the bottoms.\n\nHowever, I am a size 8/10 and thought that the large size would be big enough but they were extremely small on me. It was disappointing that the large were too small for a size 8/10 and I doubt the next size up would fit either because of how small the large were. Also, the ruffles would tuck/flap inside the suit and you could not see them unless you constantly pulled them out.\n\nI suggest this item for very petite women.",2
"I wear a 34A bra and the medium was WAY too small for me. I could barely fasten the lower hook and fastening the upper hook was impossible on my own. Once fastened it was entirely too tight. Not comfortable at all.",2
"Definitely agree with others about sizing up. I am consistently a size small and these were just too tight in a size small (I am 5'5\",2
"Way to big. Looked like a maternity top. Returned it.",2
"This top runs small! And the online picture doesn't show it has an opening in the front.",2
"I was excited to purchase this suit (ordered in the black and blue/white polka dot). I even ordered a size up from what I usually wear per sizing chart based on bust measurements alone (all other measurements were within the range for my regular size) and it was still very small. Very disappointing to have to return these because they were super cute and I was looking forward to wearing them on vacation.",2
"Way to big. Looked like a maternity top. Returned it.",2
"This top runs small! And the online picture doesn't show it has an opening in the front.",2
"This isn't the swimsuit for me,\nIt didn't provide enough coverage or support\nI wish the cups itself had more fabric to provide sufficient coverage",2
"I absolutely love the look and style of this top but unfortunately the scallops just did not lay very nicely on my chest. The scallops are made of just one layer of very flimsy bathing suit material so they were kind of flopping around. I'm an A cup so maybe for a larger chest it would lay better? Unfortunately I'm taking this one back to the store.",2
"I bought this bikini top based on reviews saying it was supportive enough for a D cup- but I did not find that to be the case. Even in the extra large size it wasn't quite enough for me ( I am a 38 DD).\n\nOverall the style and quality are quite good- just wish they had a plus size version.",2
"I wear a 34A bra and the medium was WAY too small for me. I could barely fasten the lower hook and fastening the upper hook was impossible on my own. Once fastened it was entirely too tight. Not comfortable at all.",2
"Love this suit, but I am a bit confused. When I put on the swimsuit I did not transform into the picture. The lady who recommended this said \",2
"Way to big. Looked like a maternity top. Returned it.",2
"This top runs small! And the online picture doesn't show it has an opening in the front.",2
"I was excited to purchase this suit (ordered in the black and blue/white polka dot). I even ordered a size up from what I usually wear per sizing chart based on bust measurements alone (all other measurements were within the range for my regular size) and it was still very small. Very disappointing to have to return these because they were super cute and I was looking forward to wearing them on vacation.",2
"Definitely agree with others about sizing up. I am consistently a size small and these were just too tight in a size small (I am 5'5\",2
"This product is super cute and I love the ruffle details on the bottoms.\n\nHowever, I am a size 8/10 and thought that the large size would be big enough but they were extremely small on me. It was disappointing that the large were too small for a size 8/10 and I doubt the next size up would fit either because of how small the large were. Also, the ruffles would tuck/flap inside the suit and you could not see them unless you constantly pulled them out.\n\nI suggest this item for very petite women.",2
"Unfortunately, I didn't love this suit. The color and scalloped detail were beautiful, but the inside lining of the suit kept showing along the backside. And, I thought the plunge neckline was too revealing for my 34C size, although the top still gapped on the sides. The bottom was a bit small. For reference, I'm usually a size 6 with a long torso, wide hips, larger butt, and I got a Large.",2
"If you have anything above a B cup this will not contain your chest. Too much skin for this mom, returned it.",2
"Ordered a large which is what I usually wear. It fit perfectly everywhere except the bust. I'm a D cup and I was spilling out of both sides. This one is for smaller breasted women than me, unfortunately. What a shame because I loved the back!",2
"Way to low on the legs and then the top cups are way too thin. Can actually see more than what anyone wants to see. Do not recommend this suit.",2
"I love the concept for this swimsuit and think the design is adorable, however, there is no darting in the top to make room for breasts. I can only see this being cute on girls with small chests (like size AA or maybe A cup). I'm a 32C and the top smushed my boobs down and made them appear very pancake-y with smashed side boob revealed. I really wanted to love it but my boyfriend agreed that it did nothing for my figure.",2
"I really loved the style of the suit and the picture online but the fit just wasn't right. The bottom is very narrowly cut which left more skin exposed that I wanted. The top is also so narrow that a wrong turn could have left me exposed. I'm 5'4 and around 125 lbs and bought a medium.",2
"The color is great, the quality is great, the fit is not...at least for me. I'm 5'1\",2
"Extremely cute suit, but unfortunately the fit is very odd. I ordered a size S (probably should have gotten an XS) and the top half was huge while the bottom half was very tight. I think it's made for people with large chests and small bottoms. Sadly I am the opposite. I really wish I could have made this work! I might order the XS just in case.",2
"This swimsuit was really unflattering. I loved the look, I thought the ruffles and the color were adorable. It was very comfortable and definitely long enough on me (I'm 5'7), but it made me look very wide and definitely will do nothing to hide any extra weight you may have. Sad to return it.",2
"I loved the style and color, but had to return since it was a bit see through!",2
"I would 100% recommend this suit to a girl without a large bust, but if you have larger breasts, it probably won't work for you. There was barely any room at the top and I was worried about a possible wardrobe malfunction! This was so upsetting since the bottom half and back fit and looked awesome, but unfortunately, I will be returning :(",2
"This is a really cute suit. But, my daughter wears a size 6. The medium and small were both too small and the large was way too big.",2
"not comfortable at all",2
"unless your a gymnast or small busted, don't bother with this suit. it is difficult to get into and it smooshes your chest out the sides.",2
"I just received these and the lenses are black and not brown. I'm really disappointed.",2
"I ordered these for a class trp to florida and I thought they were sooo cute! I took them out of the box and everything was great. I left for my trip the next day and I was just walking through the park the first day and as I was wearing them the arm just fell off! These were so cute but not quality at all!",2
"Unique and very stylish sunglassees that I just had to have. I went to  check out and noticed that the sunglasses had some sort of sticky stuff on it, I told the associate I would still get it and just clean them, When the associate scan it the frame broke in half.Very poor quality so I didnt get them.\n\n[...]",2
"Bought these on sale for a good price but they run very large and made my ears stick out like \",2
"Bought these on sale for a good price but they run very large and made my ears stick out like \",2
"I bought these at the beginning of the summer 2014 and they looked great but half way through the summer the turquoise coating started to peel right off.. I love the look but not worth the price!",2
"I bought these online because I bought some months ago in the store and love them, but some how scratched them beyond use in my person over a couple of hours (wore them to church, couldn't wear them home). They arrived scratched. I returned them to the store, bought new ones (same style), and went to put them on 28 hours later and the arm broke off. They are so cute, but I need them to last a bit longer please!",2
"I had to return this item. It had snags and the seam didn't line up. Probably okay for most people. I just got a bad one.",2
"Bought this thinking they were tech gloves and the gloves barely work with my iphone or ipad. If you are looking for the gloves to use in that instance, you will want to search elsewhere. Additionally, the gloves come with sort of a small hole between the thumb and your index finger. You can't probably avoid that with the material. I probably wouldn't buy these again because it's pointless to have this type of gloves if you can't use your phone or ipad.",2
"There is a hole on the right one, itchy, bad material. Love the e-touch though.",2
"I liked the hat but it arrived messed up and unable to be re-shaped",2
"wanted to like these... they are warm inside, but when you pull the finger tips to release your hands and take them off, the lining and outer fabric pull away from each other... Maybe it's the OSFM- and they really need to go on tiny fingers?",2
"They shed like crazy, as soon as I opened the box the white fluff on the inside lining started to piece off...it gets in my hair and on my face and its just annoying. I'm hoping after a couple wears all the loose pieces will fall off and they will stop shedding because they fit and they're still really cute. If not I will return them.",2
"Not big enough for my hands and too short at the bottom",2
"Says for women, but even our teenager could not get a good fit. Cute, but runs small.",2
"I had tried on several hats in store, and then ordered this one online. Turns out that the sizing on this particular hat is completely different from the other hats in this line. It was huge on my head and with its wide brim, wouldn't survive 10 feet in a midwestern winter wind. The chain detail looks very cheap compared to other braid options on similar hats. I ended up returning this and getting a better option from the same line at a better price.",2
"Target used to offer nice leather gloves in Sm, Med",2
"It's thin and not warm at all. To be fair, I got it because I'm going through chemotherapy and had to shave my head. If I had hair it might be warmer. But I need something to keep my head warm. Also the yarn is a low quality, but for the price that is expected I guess.\nI plan to return it and get something better quality.",2
"Fast shipping but the headband is more gray and black i thought it would be brown and gray",2
"These gloves are pretty to see and touch , however not warm at all. I suffer with arthritis in my hands and was hoping for a very warm and comfortable pair of gloves.\nI could feel the cold and the linings.",2
"For s ladies hat that fits all. It's way too big",2
"They look attractive and potentially well constructed . However, they didn't fit at all. They were too short, fitting like a 71/2 instead of 8. They were also too tight across the top. I'm sending them back and won't reorder :(",2
"Love a good gladiator and bought these because the added thickness to sole would give me some height and cushioning but the ankle straps were too tight so I sent them back. Would have been comfortable otherwise. If you have skinny ankles go for it.",2
"We bought these shoes as bridal party sandals and almost every pair was defective. The straps were not long enough to fit around most people's ankles and we had to rig them with extra elastic or by punching holes in the straps.",2
"Cute shoes but they seemed to run a little small. One of them was also defective, the holes in the strap were put right on the edge of the strap so I couldn't buckle them without the holes being ripped out.",2
"I purchased these sandals for an upcoming beach vacation. Unfortunately, they are uncomfortable and don't look very good on. There is padding in the footbed, but it stops before the edges of the shoes, which can cause your foot to slip off. They seemed too narrow to me, as well. The beading just looked too cheap, so I've returned them.",2
"These are gorgeous and they would be comfortable if the plastic thread holding the beads on didn't scratch the top of your foot. I wanted to love them, but had to return them :(",2
"I liked the look of these shoes, and they look nice on others. But, I put them on, left my house, and went to run some errands. No more than 10 minutes after walking in them, they left a blister on the top of each of my feet, that instantly popped. So basically it tore the skin off the top of my foot, and continued to rub on them. I had to slide my feet back off of the shoe and carefully walk, while finishing my errands. It was so bad, I really considered walking to the nearby Payless shoe store to get a pair of cheap flip flops. My feet were blistered and a few days later scabbed up. I haven't been able to wear the shoes since. I'm hoping to maybe wear them around the house with a thick pair of socks to stretch them out a little. I don't know if it will help, as I dont feel that the shoes are tight, as they are. The part that caused the blisters is the bottom leather strap, closest to my ankle, under the buckle.",2
"Most reviews said they dig in to the top of your feet, most reviews are right. First of all the bed of the foot started to come apart after 2 uses. I didn't listen I figured I could find a way for them not too. First 2 days were great I got a lot of compliments. Now I can't wear them at all because I have 3 large scabs on the top of my feet. Ladies, resist the urge..they are super cute but like I said I can't even wear them",2
"I decided too buy these pair because a reviewer wrote they were comfortable. They are cute and decent quality but they gave me blisters!",2
"I love this shoe, but it pinches my foot when I wear them. So sad, because its so trendy.",2
"Runs small and narrow! I got a whole size bigger than my normal shoe size. I should have got a size and a half larger. Comfy shoes. The strap takes some time to get used to. Overall, not bad for the price!",2
"I normally wear a size 9 and i did not realize that this shoe run smaller! It is definitely really cute but i have to return it :(",2
"I bought two pairs of these shoes at the end of summer when they were marked down. Both pairs have really strong awful polyester and polyurethane-blend smell. I left them in the garage open box for a while to air out. But they still smell awful.",2
"Runs small and narrow! I got a whole size bigger than my normal shoe size. I should have got a size and a half larger. Comfy shoes. The strap takes some time to get used to. Overall, not bad for the price!",2
"Very thin, was hoping they would be thicker and s bit better quality.",2
"I returned these as I was looking for something a little thicker or higher quality",2
"Was not a 32 f/G, more like a dd, wish they had a bigger size because I am G. The no wire was nice but just didn't fit. I would only recommend if you are a smaller size so order one cups size up or two",2
"I like this bra, but the cup size runs small. I need to order up, because this bra does not provide full coverage in the size I normally wear!",2
"I like this bra, but the cup size runs small. I need to order up, because this bra does not provide full coverage in the size I normally wear!",2
"Have been buying this style bra for over a decade. Same size every time. Took me a while to figure out why the bras I bought couple of months ago just did not fit like all the others. But, the short piece of elastic on the back of each strap is about an inch shorter than all the others in my closet from previous purchases of the same bra. My boobs spill over the top of the cup with these new bras. I can't wear them and I'm not sure what to do because they fit in every other regard. I wish JMS would fix this problem.",2
"The bra runs small, and offers little support. It looks more substantial in the picture than in real life!",2
"I needed to get some new bras, as I went up a cupsize. I'm a 36G, and that's a size thats hard to find in an underwired bra with enough lining/padding that my nipples don't show. This bra has all of that, and it has lace too so that's a plus. However, without a shirt on, you get the dreaded \",2
"I have bought this bra numerous times and about one month ago I purchased them and they were just not the usual quality as they were when I bought them before, and they were good but this time they had stays in the sides that actually made places on my sides (under the armpit area) like bruising and almost breaking through the skin. I took the stays out but not sure I will ever order them again.",2
"Everything about this bra, the 36DDD version, is lovely -- except the 36 element. I know that new bras are a bit tighter than those that have been washed and worn over and over, but the band of this bra was at least 2 inches shorter than any other 36 bra I own. That's a lot of shorter-ness, and I am wondering if this was mislabeled Ah, well -- back it goes.",2
"I needed to get some new bras, as I went up a cupsize. I'm a 36G, and that's a size thats hard to find in an underwired bra with enough lining/padding that my nipples don't show. This bra has all of that, and it has lace too so that's a plus. However, without a shirt on, you get the dreaded \",2
"I have bought this bra numerous times and about one month ago I purchased them and they were just not the usual quality as they were when I bought them before, and they were good but this time they had stays in the sides that actually made places on my sides (under the armpit area) like bruising and almost breaking through the skin. I took the stays out but not sure I will ever order them again.",2
"Everything about this bra, the 36DDD version, is lovely -- except the 36 element. I know that new bras are a bit tighter than those that have been washed and worn over and over, but the band of this bra was at least 2 inches shorter than any other 36 bra I own. That's a lot of shorter-ness, and I am wondering if this was mislabeled Ah, well -- back it goes.",2
"I needed to get some new bras, as I went up a cupsize. I'm a 36G, and that's a size thats hard to find in an underwired bra with enough lining/padding that my nipples don't show. This bra has all of that, and it has lace too so that's a plus. However, without a shirt on, you get the dreaded \",2
"I have bought this bra numerous times and about one month ago I purchased them and they were just not the usual quality as they were when I bought them before, and they were good but this time they had stays in the sides that actually made places on my sides (under the armpit area) like bruising and almost breaking through the skin. I took the stays out but not sure I will ever order them again.",2
"Everything about this bra, the 36DDD version, is lovely -- except the 36 element. I know that new bras are a bit tighter than those that have been washed and worn over and over, but the band of this bra was at least 2 inches shorter than any other 36 bra I own. That's a lot of shorter-ness, and I am wondering if this was mislabeled Ah, well -- back it goes.",2
"I needed to get some new bras, as I went up a cupsize. I'm a 36G, and that's a size thats hard to find in an underwired bra with enough lining/padding that my nipples don't show. This bra has all of that, and it has lace too so that's a plus. However, without a shirt on, you get the dreaded \",2
"I have bought this bra numerous times and about one month ago I purchased them and they were just not the usual quality as they were when I bought them before, and they were good but this time they had stays in the sides that actually made places on my sides (under the armpit area) like bruising and almost breaking through the skin. I took the stays out but not sure I will ever order them again.",2
"Everything about this bra, the 36DDD version, is lovely -- except the 36 element. I know that new bras are a bit tighter than those that have been washed and worn over and over, but the band of this bra was at least 2 inches shorter than any other 36 bra I own. That's a lot of shorter-ness, and I am wondering if this was mislabeled Ah, well -- back it goes.",2
"I thought the bra was a little pricey. Plus, after about twenty washings, it is starting to fall apart. Poorly put together.",2
"This bra was comfortable but has no padding and there is a seam that runs vertically down the cups that bothered me. I couldnt feel in in the cup but you could see a big raised line even with an undershirt and shirt on top and that bugged me. I ended up returning it and getting something else.",2
"It is cute and comfortable but shaped kind of oddly.... more pointy than I would like but I got it for the sole purpose of wearing it under a bridesmaid dress so it will do okay.",2
"Sizing is all wrong! Too small! I'm a 36DD and orderd the XL and it was too tight.",2
"I'm 7mos pregnant and ordered this for breastfeeding. I ordered XL (my bra size is 38DDD) and it is so tight that it pushes my chest down and \",2
"while they fit around the cup was HUGE. sending back",2
"The straps are very comfortable but the band around the bottom is not. It rubs and leaves marks at the end of the day.",2
"I purchased this bra for a specific blouse I was wearing to a family reunion. Maybe I should have worn it in a little, but I didn't have time. I wore it new (after one wash) and it was very uncomfortable. I could hardly breathe. I really don't think it made me look smaller. The bra dug into me and I couldn't wait to take it off. I order the same size all the time. Now I have 2 bras that I doubt I wear again. I bought two of these bras because it was cheaper. Maybe I will return the second, unopened bra.",2
"I have bought these bras quite a few times and have yet to find the rubber tips on the end of the wire. This makes it uncomfortable under my arm after wearing it for awhile.",2
"Didn't like the fit. Wrong shape for me. Returned it.",2
"I bought it because it was described as full figure support. It has no support & no lining. Yes it is pretty if that's what you want. It was true to size but I don't like to feel like I'm wearing no bra & look like I'm wearing no bra.",2
"Wasn't too thrilled at the fact there was no padding.",2
"When I was thinner and wore a 36C, I loved this bra. But I just got it in a 38D and the underwires are too short; they don't go all the way to the top at the sides and the ends jab into me.",2
"The bra is very pretty, but the lace is not very soft and the cups run a bit large.. The worst part is they give your breasts a cone like effect and it is almost comical...\nI don't recommend",2
"This bra gave a pointed shape that just really didn't look good.",2
"This is not a comfortable bra due to the scratchy lace fabric. Also it rides really high under the arms.",2
"I have bought these bras quite a few times and have yet to find the rubber tips on the end of the wire. This makes it uncomfortable under my arm after wearing it for awhile.",2
"Didn't like the fit. Wrong shape for me. Returned it.",2
