RATING,TEXT
1, loved bra ordered time ago  fabric truly shimmering soft inside  one pictured ad ca wear white shows  's ok  still love bra fit   ordered another one lighter color 's shimmering  's like lace rough outside  like fit good  returning asap 
4, product great help exclusively pumping appreciate able use hands pumping  allows continue work work relax pumping home instead holding arms 20+ minutes every three hours\n\nthe drawback one size fit width breasts  go lansioch website order extra panel front worked properly  panel $ 3 pain make second order wait shipment 
1, comfortable  washing  arms really tight & front short  sure buy size two bigger 
1, tried two sizes  wrong  way large  small frame fairly average size breasts  way  zipper broke sizes tried  bustier poorly made 
1, bought one color # 07112 t-back bras december black one shredded front closure fabric  material attaches closures white  latte bronze one almost shredded half  worn black one one shredded  disappointed  washing bras  hang dry definitely heat dryer 
3, bra overall big  've 34b forever straight away need hook tightest links  shoulder straps must shortened way  love love love ' u back ' 's bought bra  'm 5 ' 3\
4, love long sleeve tee shirts  every day go top  nice alone easy layer sweater  sleeves run tighter color 
2, elastic bra strong enough  becomes loose 2 3 washings\ni hoping mfg 's go back better elastic material bra 
5, love shirt ! love fit really comfortable  super cute solid color scarf 
4, first time bought bra without trying first  guessed correct size fit 
1, use sleeping first time ordered great order different  ordered xl 'm 38-d band around chest way tight  surprising completely range borderline xxl  get return shipping high 's even worth returning 
4, usually take large dresses  needed medium dress  quality good price 
2, bought 2 bras fit fine washed hand hung dry  wearing one noticed wires m6 breasts stay flat stick  wish washed would like send back  'd recommend buy try move around  sit lean make sure problem 
4, bra comfy ones less year ripped front
4, nice  way oversized  supposedly purple lenses purple  dark black  lenses picture look semi-translucent  however  could see eyes lenses  resembled giant fly  lol ! sunglasses flattering  looked great sister  spared return 
4, love style  runs bit small 
3, ok  think sized little small therefore wires sticks
1, comfortable tried store bought several online  stretched 3\
2, solid colors fine  others scratchy  stiff  stretch well  others mean dreaded \
1, model looks comfy  big sloppy mess  see soft  thought trying smaller size material thin could see working 
5, love product ! ! ! one product use nearly everyday  whether pump home work  makes pumping much easier  knew 1st time used worth every penny paid  wish would years ago started breastfeeding  easy use  comfortable  soft material  pretty color  pleased ! ! !
2, buying bra style many  many years  always comfortable true size  bought 3 new bras take vacation  size 42ddd  size always ( gained lost weight )  vacation embarrassed daily \
5, product gave much freedom ( still ) ! know ever lived without !
4, sure say elegance   when hold cardigan next navy blue looks purple  hold next purple looks blue  kind like colors spot  sure 'll keep  ( 's deeper clearance stores right  may one bugged ) 
2, happy bra  little separation front causing pillow tops straps still slide  size fits brands  disappointing 
4, lost weigh  needed buy bras fit  looking bra would keep breast tissue coming wire  bra okay job  really like different colors available 
1, okay   always either size medium large  depending brand clothing  never extra large  said  reading others reviews going size ordered xl/1x  thought little big sounding  many reviews saying  get mail  try one  way small ! ! ! mind  abnormally large person means  'm fit active perfect shape 30 year old  'm 5 ' 8\
1, purchased bra  since let 's honest  absolutely need hands free bra ! annoyed zipper broke week  target kind enough replace well second one 's zipper broke well ! went & recently purchased lanisohn 's hands free bra works well  wish saved $ 33 begin !
1, used wear style bali bra time  expected good  comfortable fit  disappointed  bra proportion - band tight  straps short cup tight across fullest part cup baggy wrinkled top joins straps  sent back 
3, happened style # 3100 much nicer one  chance # 3100 produced something similar ? thank 
1, would 've great skirt  dress  're tall woman  skirt perfect !
5, bought store 50 % like much came online see could order  really look like jeans unless examine closely  truly comfortable sweats  way better pajama jeans  drawstring  wide elastic wasterband  notice men 's style pockets ; would nice feature  sure wish online 
4, bought jacket really great price  actually like fact faux shearling collar entire lining  adds warmth  much bulk  complaint sizing  always  matter brand store  size medium denim jacket  arms way tight  size large arms shoulders  waist loose  distressing really nice  definitely keeping 
1, fit fine fooled picture  light gray part striped  appears  color fades black light gray  almost look tie-dyed  ugly ! return  ugh 
3, although read previous meant curvy women  purchased anyways  bends waist creates bulge turn looks horrible  purchased correct size ( per website ) along belly bandit binder ( used underneath belly bandit ) fits fine stand  issue sit stand  unfortunately would recommend spending much money similar product purchased elsewhere half cost 
1, size runs small  normally wear xl  ordered 22lr throw dryer 
4, cardigan rich color washed  washed cold dried delicate  color really faded  otherwise  's decent cardigan 
3, measuring like instructed  according numbers & chart said could wear small  worn small since jr high  ordered small & incase ordered mediums  small  packed medium like sardine spillage sides  ca stand  going try  time large  see 
3, returned bra -- one xl seemed wee bit big  padding overkill -- maybe perfect someone 40dd  straps puny provide enough support 
3, comfortable except part middle  breast bone  stuck much  way much  obvious ! could wear 
3, happy fit look  due large size  give support hoping  keep wear weekend casual - work 
1, size 12 pre pregnancy size l super comfortable fabric wo fade like wearing pajamas  begin walking constantly falling  went shopping crotch hanging low could think  going try belly band see helps ?
1, stay away underwires uncomfortable  even bra runs small  bra runs small  cups narrow undewire uncomfortable put took right  purchased size larger previous bras  goodwill one 
1, shirt thin  like hanes tee  know supposed \
3, good fit  little flimsy  also  color choice white 
1, washed gentle cycle seams sides unravels support cups came  friend thing happened 
4, liked  great price also 
3, leggings actually really nice quality  meaning thick enough completely see  sheen feel well  makes easy wear tunics without tunic ride every time walk  unfortunate thing slide constantly  maybe 13 weeks  find crotch area constantly slides looks like wearing drop crotch pants  unfortunately nicest leggings found far  dealing - 's deal breaker super annoying !
2, ladies  big favor re-measure ! \ni 've worn 36c 38c lifeturns 34g ( ddd )  ? ! 's truethat 's shoulder dents feel like always need re-position girls time  trouble bras come size like favorite maidenforms 
3, ordinarily would purchased online without trying ca find size stores  purchased ivory several weeks ago fit ok purchased two colors shipping free  fit well ! hate chance buying choice ?
3, bras used quality  last long  stretch faster  still buy fit well 
2, although ordered according sizing chart measurements  small return 
5, love product ! mom 3 year old eight month old exclusive pumper product helps able pump make sure toddler getting anything busy  hook pump still able walk around stuff  wish would pumping first  would helped much ! one best things ever bought !
2, professionally fitted bra size 40dd  purchased no-wire bras wires  're size  tend cut circulation  purchased 38dd discovered wear two bras buy ( size ) fall bottom   lost weight since got measured 
5, 'm 5 ft tall 's hard find pants fit well  band allowed stay \
3, bough size l typically wear size 10 medium  'm athletic build bubble-butt  medium fit fine except snug crotch little low-rise wanted  size large higher rise  looser longer legs  sure 'm keeping  print varies  may vertical stripes places necessarily slims 
4, would recommend everyone pump  pumped weeks without using one pain hold bottles able use hands  bustier fits little tight  uncomfortable 
3, think may bought wrong size although follow chart  bra makes breasts uniboob  rides rolls around ribs 
1, bra 's cups conical shaped  bend push breasts cups resembled funnels  like old 1950s pointy boobs ! unnatural  return !
4, really happy purchase  wish sizes sold stores  way things  bra sits place  adjustable perfect fit  would recommend bra mom 
5, best leggings ever ! keeping well babies ! bought online thinking would normal leggings gladly wrong  thicker softer waistband feels good  ordering right !
4, really like type  worn type many years  usually wear white cotton crew socks  decided change things bit  soft  fit well  actually keep feet warm  synthetic cotton worried would feel  actually like soft  slide around  stretch 
1, fabric thinwould wear layer underneath heat summer  preference ! returned 
1, 'm sending bra 's back ( black & rose )  seams middle cups rigid -- unflattering fit due unsmoothness cup construction 
5, searching everywhere long sleeve high cut black tee shirt  excited find one  even sale ! bought five ! great buy !
2, others said  comfortable  however  clasps open front bra nursing \
4, 5 ' 2 195 weeks pregnant  work factory 8-10 hrs day back pain standing becoming pregnant  past couple weeks intense work taken toll back  researching different bands  decided splurge one  measured around tummy 41\
4, try get one [  ] already : (  got one love 
3, ordered style size \
3, currently 8 1/2 months pregnant bought bra wear night nurse baby born  bra made soft  super stretching material makes breasts itch like crazy whenever  feel offer shape breasts like photo shows since wearing night baby arrives ok  long stop itching !
5, love belt  's great saving money staying current jeans without buy ugly maternity pants !
3, cups small ; smaller size comparable product 
1, 'm still trying find replacement bali 's lace desire bra  bra much stretch  gaps sides  minimize  pretty  straps limited adjustability  also bought perfectly glamorous bra much better 
2, looking bra extra lift enough padding provide coverage workout tops  cups thin padding 
3, favorite bra style discontinued couple years ago able find good replacement  straps bra short adjustable bust nearly chin ! good look comfortable  straps longer would nearly perfect 
4, fits well -- maintains shape ; wears well -- wear many wearing washings  hard find comfortable cotton bra job 
5, saw store sale went home purchase colors online  name misleading  buttons  shirt great fit ! 's longer  's good thick leggings  've already worn multiple times switched look statement necklaces  blazers  scarves  stripes super flattering !
5, fits great  usually 4 top 6 bottom took small  dress ends 2 inches knee ( 5 ' 4\
2, great hopes bra due straps felt would give big support  ordered 50 dd felt like b c 's  way small unlike bras size 
2, panties smaller size anticipated  enough stretch entire garment  especially waistband leg bands  fabric thin ca imagine panties last long wash wash 
2, bought two bras  one bali  bali fits perfectly  lilyette size small  usually always buy bali  surprised differences brands  measured carefully  certain size right  happy lilyette ran small 
1, band  loose  much padding cup  pretty  would good training bra  better t-shirt 
2, fit around cup huge  sending back
5, comfy ! easy use ! nice sleeping & easy wash !
2, awesome concept & right product could prevent world pausing pump  zipper broke first time put ( 's poor quality  definitely got correct size )  using 4 months  still fight zipper time  takes 10 tries sometimes zipper engage sometimes give  price right something poor quality  attaching prong snaps week 
3, ordering bali bras years  seem thinner material cups supportive  would recommend however anyone wearing 40b straps elastic sizes  larger sizes elastic straps stay ! ! ! feel bra diminished quality last couple years  'm disappointed find something else work 
3, cute hat  made usa 
3,  started developing rash breasts think 's rubberized  perhaps latex  bra band  like bra much reasons reviewers gave  stop using gives rash  darn ! perhaps elasticized bra band covered  would work 
3, description clearly states bra molded cups received like 2 layers thin fabric  looking bra little padding eliminate poke help even sizing 
5, bra may attractive appearance  makes function  openings cups provide great support breast pump flanges  adjustable velcro back ensures great comfort fit  even body changes back 's pre-pregnancy state  best  hands free tackle tasks pumping ! true asset multi-tasking women !
3, love look  fit softness bra   one two hours wearing  metal strap rings back side bra starts digging back making uncomfortable wear day : ( sadly  second bra ordered returned 
4, happy find 00 fit better 0 still bit large especially hip thighs  wish least 30\
3, white bra fits good black one  'm hard size 48b fit  'm sure 's best site find need  help !
1, husband purchased christmas  \
5, 'm happy bought wear belly bandit ! definitely made comfortable 
1, 's great bra like madonna 's cone bra  sadly one 'm sending back 
1, good fitting bra  seen coming sizes sm  med  lg  used sizing chart listed web site  bra large  cups size ok ( 36dd ) could adjust straps left sagging waste would stay put ( would roll bent tie shoes pick something )  best good couch potato bra 
1, shoulders wide neckline low  fabric paper thin well  also length short someone tall  even wear without tank underneath entire bra hanging !
1, good fitting bra  seen coming sizes sm  med  lg  used sizing chart listed web site  bra large  cups size ok ( 36dd ) could adjust straps left sagging waste would stay put ( would roll bent tie shoes pick something )  best good couch potato bra 
1, purchased bra description said molded cut received bra molded cup  disappointed returning purchase 
4, bra grab want really pretty silhouette  makes even 34dd 's perky ! however  's 18-hour bra  's really even 10 hour bra  awhile  starts digging skin bust underarms  leaving red welts\n\ni 've tried loosening band  using extender  support well  let 's face  support heavy chest  band tight enough move  one  's tight enough  leaves marks late day\n\nthat said  still would order  perky-factor alone 
1, bought bra  straps always slip annoying  also  time bra pulls bust outward instead lifting forward  disappointed 
2, beautiful color fit well  however  could completely see top  return 
2, bra pretty  lace soft cups run bit large worst part give breasts cone like effect almost comical  \ni recommend
3, worn style bra years  gained weight need larger size stretchable straps  straps way short  return 
1, know said 'one size ' poncho ( adorable ) gigantic  like cute-oversized look -- - like wearing-a-humongous-blanket-with-arm-holes look  sad 
4, look affordable black maternity pants came across store  trying countless maternity pants black pants could purchase take home  love underbelly band vs full coverage belly cover maternity jeans ( seem need stay )  however stay day long ! although easily collect lint far favorite maternity bottoms wear  ordering another pair since feel onto curb ( worry baby 's fine ) tore knee pants curb  use pair pj bottoms love still available  great fabric  easy care  stay throughout day  great price : ) !
2, cute shoes seemed run little small  one also defective  holes strap put right edge strap could buckle without holes ripped 
1, horrible shoe  incredibly tight even though sole fits perfectly  like seriously  putting big toe sleep thong part toes pulled tight 
1, sooo thin  honestly think would push boundaries decency wear public  c'mon target  better ! 're going back 
3, found cups smaller straps kept falling shoulders far apart 
4, run 4-6 miles almost every day  used buy expensive brands  stopped several years ago  got expensive  shoes start wearing month so\nthese c9 's fine  nothing fancy  're comfortable  fit  work\nmore expensive brands may last slightly longer  much  might look little better  much\ni concerned c9 prices gaining premium brands\none thing wish would change accent color  like minty green  pinks  purples \
3, buying bra style years  past year  trouble bra straps slipping  bought 4 bras time  straps slip 2  little research bra straps slip  believe straps set far apart across back  really wish would move little closer avoid problem  like everything else bra  purchased little strap hooks onto back bra holds straps closer together slip 
4, fit perfect ! 3-hook closure makes big difference comfort  vs 2-hook closure  style comfortable wear day  anxious take  color selection awesome let 's fun playful choice day 
2, ill-fitting  long  loose around ankles  flattering ( 'm 5 ' 4\
4, love style runs bit small 
2, top fits fine sizing pants make sense  waist big legs short  time buy thermal pajamas target  's problem  wear shirt leggings pants useless 
4, find leggings nice thickness comfortable  much brands 've purchased  5 months along third pregnancy fit pretty well  agree others tend sag crotch area awhile  think belly grows pull higher wo problem  got sale  happy !
5, honest  think support band would help much  really problem back pain pregnancies one bring third pregnancy nurse working 12 hour shifts  back taking beating  started wearing support band work helped tremendously  without using band  would excruciating pain  used band  would little bit discomfort  \n\nthe author review received free sample product 
5, 'm 5 ' 7\
5, leggings amazing   so soft comfy  actually look adorable = ) 'm 5 months along 5th always avoided buying maternity leggings  could resist  comfy ! 'm pretty petite ( 5 ' 2\
1, bloody awful  got wash twice gentle cycle already 're full holes  much style comfort  got wear twice look like standing close fire already  swiss cheese pants !
1, make camping tent  hate  women full breasted doesnt mean make bras look like hot air ballons
2, cup coverage excellent  \
5, dress right touch easy cool elegance casual holiday party  think 's limited \
3, love bra hate smell  bought three bras three smelled like mold mildew  able send one back tried wash smell two even putting one washer hot bleach  smell less still noticeable\nlove bra smell awful
1, purchased several maidenform bras online past year pleased  bought bra thinking previously purchased liked  bra snug clasp metal plastic expecting  overall thought bra looked cheap fit poorly  since returned bra credit ( less shipping expense  ) prior experiences purchasing maidenform bras online excellent  based latest purchase/return hesitant purchase maidenform bra trying first  disappointed 
4, runs little small know able order larger size future
1, wearing bali bras years style awful  cups barely lined seemed like b cup c cup ordered  bad fit around  perhaps pass \
3, plus : \n- comfortable\n- nice looking\n- comfortable straps\n- great material\nnegative : \n- puckered cups unfortunately\nwhich reason return
1, according sizing chart  ordered medium  ordered large instead  still small  would cost much send back  definitely would 
5, bra may attractive appearance  makes function  openings cups provide great support breast pump flanges  adjustable velcro back ensures great comfort fit  even body changes back 's pre-pregnancy state  best  hands free tackle tasks pumping ! true asset multi-tasking women !
1, skirt would 've great except xxl must mean 're also 7 feet tall ! could wear skirt dress !
2, comfortable bra fits well  straps would stay slip shoulders every five minutes  distracting middle meeting sales presentation think bra straps slipping shoulders  would buy bra 
3, buying bra style years  past year  trouble bra straps slipping  bought 4 bras time  straps slip 2  little research bra straps slip  believe straps set far apart across back  really wish would move little closer avoid problem  like everything else bra  purchased little strap hooks onto back bra holds straps closer together slip 
3, based looks alone  favorite pair sunglasses ! first pair broke easily ( unfolding put one time )  relatively inexpensive  thought worth purchasing  hopefully second pair lasts longer !
1, dried low 've never something shrink much  like put sort shrinking machine  mediums got look like little girl 's size now\nterrible material  're awesome 're washed dried (  low  ) \ni guess want baby handwash cold water hang dry  go ahead  otherwise  would waste money 
4, jeans great quality  modern fit fits perfectly hips thighs  however  skinny jeans tight calf  material soft perfect weight comfortable wear day long  like fact come dark color lighter jean color  'm 5 ' 8 '' often trouble enough length ample washings perfect  receive jeans sample write review  try lee jeans target !
3, love design colors  large large girl ! !
1, purchased online arrived hole  2 washes shirt looks like swiss cheese front 
2, size range  straps offer enough adjustment  take apart re-sew straps adjust fit\nthe fabric thin flimsy  product offer much support\n\nbali 's offer quality bras category\nexample : style : 13837 ( good )
3, bought bras came quickly guaranteed  bra great fit straps stretch bit disappointment 
1, although description led believe bra would offer sufficient support without underwire  found useless comfortable bra sleep  offers support cup sizes 
1, bunch bras several years love  'm large breasted fit well  supportive  comfortable  bought recently last june fit great  disappointed find newest version longer fits -- back strap much narrower whole thing smaller  're re-purchasing favorite   might want think twice order 
3, bought bra intention wearing work  sampling home found tops shoulders started hurt  believe could remedied straps adjustable  went wear next day work found nipples showed  would unacceptable workplace  comfortable bra  needs little tweeking 
4, wore dress church work  received several compliments  glad bought  picture doesn\'t justice  person green pops dress loud  think little loose top around ankles that\ 's matter preference wore way really liked 
5, great price ! great shirt !
2, loved design  fabric ability wear racer back style  really disappointed sizing particular style way  ordered xl  band fit  cut bra match breast size  fabric cover outer breast area  small  price  satisfied  opted return item 
2, would recommend bigger woman ( size 18 )  longer hours 2 runs going top pants back butt seam crotch  disappointed super comfy 
2, awesome concept & right product could prevent world pausing pump  zipper broke first time put ( 's poor quality  definitely got correct size )  using 4 months  still fight zipper time  takes 10 tries sometimes zipper engage sometimes give  price right something poor quality  attaching prong snaps week 
5, love ! bought 2 pumping bras compare  right box  decided keep one return medela one  one shoulder straps  strong adjustable velcro extender piece  lots options create perfect fit ! soft pink material comfy  definitely worth cost comfort hands-free freedom !
3, 's okay  padding  cold nipples poke 
2, purchased three ( 3 ) bras decent price  were\nskimpy  could true size  they\nwere tight around\ni contemplated sending two back  thinking\nabout buying extender hook closure  the\nsize normally wear 
5, bought go along bandit really liked  contain mess oils lotions used belly  plan still using product clothes moisturizing stomach hips  little pricey  happy got 
3, bought bra idaho pleased  ordered two ca wear  nylon thread ca tolerate  ended big blister back required dr visit going away  otherwise loved way fit comfortable without nylon thread 
5, finally  bra fits supports large chest secure clips/straps nursing  also great coverage  highly recommend !
1, found easy use still needed help  stroke note able use front closure feature
4, needed bras first bra looked one go past !
5, perfect fit buy
1, unsatisfied purchase  material seemed rotten fit horrible  know remember stopped wearing bali bras  plan returning products hopes get full refund 
3, ordering bali bras years  seem thinner material cups supportive  would recommend however anyone wearing 40b straps elastic sizes  larger sizes elastic straps stay ! ! ! feel bra diminished quality last couple years  'm disappointed find something else work 
1, purchased bra description said molded cut received bra molded cup  disappointed returning purchase 
5, three pairs favorite express jeans thanks belly belt still able wear 7 mos prego  starting wear tear wear almost every day  dont use fabric came useful  [  ]
5, great pants  especially price  nice thick legging  're warm winter see  ordered small 're little big ( reference  'm 27 weeks pregnant  5 ' 4\
3, disappointed one bras side hole already wore noticed end day took  bra ok think runs little big wish one row hooks make smaller
5, started grow pants 3 months  'm 8 months maternity band still going strong  maternity pants expensive  great alternative 
3, trying number bras literally 6 different brands past month professionally fitted twice  decided search maidenform ( )  usually sell bras 40d  available 40d ordered 3 glowing reviews  surprises many list moderately supportive bra  well made soft comfy  barely good enough wear public  cups really molded reviews pictures suggest  would call lightly lined cups  'show thru ' cold  also  sides feel like nothing offer much support certainly smooth  great house leisure bra  almost comfy enough wear bed  great day support\n\none good things bra however  cup designed lesser top full breast ( tear drop shape )  nursed 2 children gravity getting better age  breast weight/tissue lower  struggle find bras size fit well issue  bras full figure women always made breasts perfectly round full top bottom  frustrating  bra pretty much perfect cup fit  top gaping whatsoever  could give bit structure  wider straps  'd perfect bra would given 5 stars hands down\n\ni would recommend bra smaller woman needing light support light shaping  sort demi cup works great 'tear drop ' shaped breasts  wish bras cut way\n\nalso note  59\
3, straps narrow even though fabric moves support claimed  like leisure bra use  wo order another style 
4, seem sizes best fit found time  wears fairly well  except fabric keep ' new white look  wash whites  use dryer  would like know keep nice new white looking
2, bought 2nd baby ( c-section )  's bad  seems work well  cover much area thought  used exactly instructed first  creases developed kept folding making uncomfortable  even washing/cleaning  creases remained & continues fold many areas  longer wear much due & constantly unfold adjust  bummed spent much money 
4, love - soft  long  easy nurse in\nhate - uniboob ( would case nursing tank guess ) \ndo wash dry clothes comes picked spots  fine washed similar fabrics hung dry 
2, comfortably fit normal sized 48b bras  one seems made women ample bosoms  overflowing b beware  seems comfortable  stretchy  thought buying screamed support 
2, 'm crazy  'm still crazy 
3, good fit  little flimsy  also  color choice white 
5, love merona shirts bought 10
3, decent fit coverage  material little cheap side offer whole lot stretch support  moving around swim top could lead little unplanned exposure  good price d+ sized swim top though  difficult find 
4, hard time finding leggings fit body shape ( slim hips
1, used wear style bali bra time  expected good  comfortable fit  disappointed  bra proportion - band tight  straps short cup tight across fullest part cup baggy wrinkled top joins straps  sent back 
5, wear 38c usually xl fits perfectly  comfortable sleep ! !
2, reviews said dig top feet  reviews right  first bed foot started come apart 2 uses  listen figured could find way  first 2 days great got lot compliments  ca wear 3 large scabs top feet  ladies  resist urgethey super cute like said ca even wear
1, sucked  returned 
3, bra ( actually several  ) half year least  sheer lining one developed small tears cause irritation itchiness  sad  liked fit look 
4, absolutely love bali lace ' n smooth underwire bras ! however  mention  quite years ago  bought size 34 dd exact bra  still still fit beautifully  however latest purchase  found order size 36 dd fit way  understand  least figure  love bra continue buy 
3, process returning items  fast delivery  great value  didnt care style 
1, loved color choice ; however  bra fit properly  smooth fit look  gave crinkled look matter adjusted straps 
3, 275 weeks pregnant  first wore 2 weeks ago  felt really comfortable  week  felt like keep pulling would almost fall hip  may like low waistband got wrong size  reference  5 ' 7\
1, bought 3 bras daughter 34d  chart indicated small  come close covering  'll sending 3 back perhaps try size medium 
4, first  loved chili white dot one  cute ! animal print one really beautiful  like others mentioned bit snug first  stay like long 
5, nice thick comfy leggings ! keep warm !
4, love windowpane trend saw  pick  're great work pants slight twist  incredibly comfortable stretch  however  bag quite bit day wears on\n\nthis first pair merona pants think 2 fit like 4 brands 
1, return product since runs big  pleased 
1, bra good someone doesn\
4, purchased since cotton  find fit good comfortable  5 hooks ? ? prefer 3  handle 4  5 much  put like 5th grader hooking front rotating around  impossible line 5 putting normal ( ) way  leaning forward let cups fill hook  neither color available appropriate wear white clothing 
1, disappointed bali bras  styles exclude certain sizes  42b 
1, purchased small  since said 34 range  made handle cup means  prepared mono-bosom look  addition  bra rode day elastic band rolled even standing  fairly slim figure  think heavy middle forcing elastic roll  bra ended uncomfortable hated wires  sending one back !
5, agree sweater thin  material cheap  exactly looking  pattern beautiful comfortable 
4, fit well - ordered size usual baby  feel like fit would better size  example : wear size 10 modern fit  buy size 8  returned  've got bigger booty  might comfortable accurate 
2, wear 42 d nice comfortable bra straps slide keep shortening  much would like bra hold  thin straps work bra  nice bra though\ni guess ca expect miracles cheap bras 
4, perfect pair \
5, really like these- bought today ! complaints  really happy pair !
3, expected  enough support  underwires come high front 
4, looking something save taking \
5, love shirt helps got $ 3
1, strangely  photo item shows model hands pockets  pockets pants  'll returning 
5, bra best  waste time money buying brand   quality  effectiveness  flexibility bra provides makes easy choice
2, quality expected past  material appears correct size  elastic shorted pkg  true size garment  disappointed quality  second time found issue 
4, gloves fit  like glove ! blue great color 
4, 'm 38c bought size l year ago  first like much wore conformed body become favorite  's comfy  provides moderate support  still looks good clothes  short  's happy medium sports bra ( great utility  bad fashion ) underwire ( looks good clothes  bad chores involve lot movement )  bonus : 's cool enough wear summer due cotton used fabric  extra bonus : straps adjust front take need move 
1, suit looked great dry ( 'm 5 ' 4\
1, stay away underwires uncomfortable  even bra runs small  bra runs small  cups narrow undewire uncomfortable put took right  purchased size larger previous bras  goodwill one 
1, really goofed selection  cups fit 's  straps short pull bra armpits  wore like anyway end day ( 10 hours later )  band ( tight ) cut skin stuck  hurting removed  additionally  bra offers side support  side migrating boobs  expect get front bra 
2, returned product  advertised  ad said molded bra nothing molded 
2, far 've bought two easy expressions bustier keep breaking  first one bought faulty zipper popped around two months use  second one holes fabric around two months use  product definitely made long term quality mind 
3, bra extremely comfortable  support well others  give good 'look ' shirt  saggy  additionally  nipples definitely show wearing t-shirt 
1, bras pinchy room stretch  therefore true size  ordered 5 disappointed ended returning 
5, tried another bra one far superior  bra eventually stretched way tighten  bra zipper front velcro back case need tighten time  also love shoulder straps  gives added support case produce lot milk ; ) highly recommend breast pump bra  wo disappointed 
3, much prettier person ; darker overall ( good ) ; long much rouching someone 's 5 ' 1\
5, highly recommend anyone searching leggings cheap thin material ! prefer cotton leggings anyway leotard type material fit bill perfectly  like make feel \
5, lansinoh arrived 2 days ordered  opened sooo much better ! many options size  extensions works great could designed one better thing  'm pleased purchase complaints  lansinoh great job product 
4, happy bras hard fit look nice mostly comfortable  've one problem though  2 6 style purchased defective ( side plastic supports sewn correctly therefore cut skin )  find late return  would recommend checking bra carefully  complaint 
2, 'm 7mos pregnant ordered breastfeeding  ordered xl ( bra size 38ddd ) tight pushes chest \
2, wanted thong underwear would buy  boxer briefs creep backside  looks like hanes went sexy look forgot comfort sexy ! time hanes go retro bring back style love 
4, skirt adorable far style concerned  run bit big  though  disappointment fact beige white  notice color description ; however  appears white photo  really wanted white skirt  unfortunately  return 
3, bought 4 bras  happy fit 
4, great pjs ! love print material soft  run little big long  hem fit  'm 5 ' 3\
3, bought bra size minimizer really like available white  bra comfortable  really minimize  support so-so 42ddd boobage  minimizing seems make diameter breasts larger  good effect knits jersey materials  wish satin tracings bra still available rose  black colors  large boobs penalized  y'all 
1, 'm 5 ' 3 ''  105 lbs pre-pregnancy  7th month  bought small/medium  guess known better tend toward extra-small medium  big problem ankles -- fitted  rather  hang open bottom look really stupid  wear wear socks bottom  okay winter wo spring  legs also bit baggy  mentioned previous reviewers  completely opaque  bother wear leggings like pants ( 're pants ! ) rather dresses/long tunics 
1, size s/m supposed fit size 0-10 size 10  8 months pregnant  get leggings stay  constantly falling  wo stay belly need readjusting time  feel like crotch always near knees  know anyone smaller could get stay !
2, bought bras quite times yet find rubber tips end wire  makes uncomfortable arm wearing awhile 
5, ended c-section daughter glad bought product ! made feel much comfortable literally felt like holding together ! results amazing credit helping stomach area shrink back towards 's pre pregnancy shape ! 's nude color great undetectable clothes love breathable summer months ! love much plan getting another one baby # 2 december !
2, wear 48dd  fit bra great ! however  bra offer much way support 
5, usually wait f21 send email asking review last purchased items post minute got dress say awesome ! lucky caught 50 % sale price sale worth full price ! nice dressy cardigan easily worn work well  airy lightweight yet cheap fabric  hugs curves  yet makes look slim waist stomach  love dress  contemplating buying  think  buy !
3, high hopes purchased bra ( 2xl 42dd )  far comfortable bra purchased last couple years *having purchased well dozen various brands styles )  offer support us larger sized  older women  may fine younger women perkier girls\n\nit good fit 42dd  would  however  caution purchase 2xl 44 band size  may find bra tight\n\na good bra kicking around house  wearing public modest type 
1, worn style many years always soft comfortable  rough chafes skin arms  sure workmanship gone much  wish made usa 
2, purchased several weeks ago  support comfortable 
5, hesitant buy first  reviews read broken zippers 've issues  five dollar coupon come madella breast pump bought  \
2, mine worked 3 months pain zipper always got stuck  finally broke completely day  prompting write review 
1, purchased 2 bras positive\nreviews  however  far i'll-fitting  uncomfortable bra ever worn  normally buy bali products  time really let down\nthe straps  adjustable  short caused bra constantly ride  comfortable\nthis bra gives appearance \
1, model number size band three inches smaller  bali rarely sizing true band number  exception  longer  'm done bali products 
3, well  interest complete disclosure  never met underwire bra liked  bali used make minimizers without underwires -- happened ? one smaller - cup around band - models size  suppose 's comfortable underwire bra ever --   however  black minimizer  needed bought  think 'll wearing often 
5, one people love ! find tight belly press bladder along everything else  see say stay way  bother  's like falling  far people saying see agree  perhaps need bigger size 's stretched fullest  find comfortable  tight  like 'm squeezed hard pants ! worn times-and see wearing throughout pregnancy  wish last pregnancy ! good luck searching decent leggings  would highly recommend least give try ! size 6 4mos  small fits perfectly 
5, almost exclusively pumping newborn daughter  'm spending lot time pumping  making lots messes getting frustrated trying things double pumping  decided spend cash try due good reviews  love ! worried might small since right line xs/s/m size l/xl size  glad got smaller size  extra panel zips front makes right size large chest holds pumps firmly breasts without leaking  'm happy spent money - totally worth 
2, expected  comfortable support enough 
4, several bras love  however  bra black come size 44 ddd  wish jms would stock size 
1, received bra mail yesterday  's got worst support bra ever wornthey selling bra size c  maybe boobs shaped weird  slipped time moved  reached something bent  walked around  boobs would start bulging front cups finally would stuff back  even actually fall  'd fall together middle bra make look like bra stuffer\ndefinitely seem made women larger chests\ni returning 
