RATING,TEXT
5, absolutely love bustier ! buy one/use one first child & pumping time know survived without  made pumping work much easier  fits easily clothes allows continue working pumping baby !
2, bra well made strong  feels wonderful skin however  cup size small  ordered 34ddd  wish would make two cup size bigger 
3, according size chart  bought medium  bought size larger think medium would fit  large ca even hook back  cup size perfect  disappointed bought 2 
4, pretty teal color true photo  petite woman  5 ' 2\
1, much better options  bra much work needs  need separate shields/flanges pump use bra  much better bra options allow skip dismantling  simple wishes hands-free bra way go 
3, although material soft cozy  bra seems bit small 36d size band always rolls front 
2, fabric smooth soft design pretty  dyed sheets pink ! \n\nalso  's clingy side  hips run little bit smaller side  flattering fuller figures 
1, excited found color  several target t-shirts  however  tried shirt  like spandex  comfortable shirt tight 
2, large breasted woman short waist narrow shoulders  sides bra cut bad could wear  cut underarm dug sides  tucked drawer never worn  donate charity 
2, 've 2 weeks zipper broke  sizing said needed small  chose medium glad  's way small would worked zipper break using one small  cost  's worth ! 'm already looking something else !
4, worn cold yet ca attest well keeps warm  like thin/narrow back 're wearing coat wo interfere headband push 
5, love color shirt - pretty ! also love dress - great piece closet ! fact  bought green  well !
1, picture description accurate  lining thin nipples showed bra restricting wearing anything shear  bra give good breast support  bra size 36c much support 
4, purchased product using sizing chart provided  nervous fitting  began using product 1 day gave birth fit great began working right away ! still pregnant belly  course  right gave birth  within one day wearing belly bandit noticed significant difference  next day  next  gave birth december 19th 6 days later 17 pounds belly sagging ; 's starting look like normal  product crease little back product purchase acts \
2, pros : print really cute - 100 % cotton  two reasons ordered  cons : material cheap uncomfortable  's like wearing paper  softened bit  washes  much  rolled cuffs ( sleeves/pantlegs ) became wrinkled bunched-up messes 1 wash cut material resew tabs back  way much work price 
2, return quality live expectations
3, love colors  design comfortable straps someone size d+ plus  however  minimizer well bali stain lace  added comfortable straps stain lace  think winner  sure would invest anymore bali passion 
3, description clearly states bra molded cups received like 2 layers thin fabric  looking bra little padding eliminate poke help even sizing 
2, bought bra hoping positive reviews accurate  like 50s 60s pointy profile  bra  fabric scratchy  seems supportive though  like adjustable straps  short 
2, teal bra & picture match  sending bra back  quality expected 
3, favorite bra style discontinued couple years ago able find good replacement  straps bra short adjustable bust nearly chin ! good look comfortable  straps longer would nearly perfect 
3, great concept however made curvy women hips  sit shifts pushes boobs  fits well 'm standing lying  curvy women better compression band feels like shape wear ie  flexible/movable/breathable  found different band fits better around hips waist 
5, worked well helping support belly & back pregnancy  ice pack great help aching back  used mostly working 12 hour shifts toward end pregnancy wore time 
4, like shirt  comfy  fits nicely cling  buttons really cute especially cardigan top looks great jeans leggings  complaint coral color much brighter expected  also wash cold water towels first times !
1, fit good wash tight ca stand  wash delicate wash plus hang dry  wish could get money back  good price 
1, worst bra ever  returning asap  bother
3, bra works functioned  however  's annoying happen dd cup  get quite bit color choice  happen ddd  comes white  's  would prefer choices available women !
4, thought ordering fold top yoga pants already mistaken  unlike size medium mossimo pants  medium much larger different cut  appears quality  love pants  're pants looking !
3, didnt like style received mail  socks looked different pictured
5, 22 weeks simply love ! blouse long enough  wear  else slide belly band cover  recommended pregger ladies !
5, regret waiting 6 months pumping nursing buy bra ! much comfortable easy use 
1, bras made much larger cup circumference  unfortunately return  disappointed 
2, 'm fan bali 's double support styles  one fabric stiff band scratchy  contrary description  cups stretchy  forgiving fit precisely cups -- problem breasts different sizes  bad one great range colors  sent back one hopefully fits better  without much color choice 
4, think adorable sweater ( even though 's sold \
5, bought 22wks pregnant second  seriously life saver ! belly back sore feet even hour  upsie belly definitely relieved much pressure made pregnancy much better  recommend every pregnant woman experiences discomfort  totally worth every penny !
1, 4th one bras purchased last years  prior ones great  \
4, 'm fourth day wearing original belly bandit  love thing ! 'm sure 's helping get pre pregnant belly size faster ( first baby )  's crazy much comfortable feel wear  holds everything place try care newborn things around house  complaint 's conspicuous clothes  'm really going anywhere anything tshirts right anyway  recommend belly bandit pregnant friends 
5, 've using boppy tummy support band amazed relief given ! hot/cold pearls fit back pocket helped relieve back pain  band able pulled pretty snug  really feel heat cold pearls  also helped support tummy front  wear store one day immediately wished could feel difference stomach supported  \n\ni 've tried couple bands 1st pregnancy bulky itchy  liked band smooth could seen clothes material breathable  couple minor things would change band would tag inside  could skin sensitive found itchy  wore tank top put band help tag  also  velcro perfectly sit irritates belly   wearing band tank top solved ! \n\ni wish would band 1st pregnancy  overall  helped lot discomfort continue use rest pregnancy  also prefer sleeping band support rather using body pillow  'll keep product mind baby gift pregnant friends ! \n\n [  ] \n\nthe author review received free sample product 
3, bought m/l  pre-pregnancy 'm pear-shaped 10 fit great leg  thigh  rear  belly big  even 24 weeks  usually fold  said  crazy comfortable ! wear around house lot go well tunic top work going  know seat/crotch gets sheer worn ! seamless- 's seams inside legs  're super picky  get something else  want comfy without much pressure belly  get !
4, dress rigid a-line structure ( find nice )  medium weight material appropriate cooler nights  color material look elegant person picture  reference  measurements 34b-27-35 xs fits nicely  think girl bigger bust might problem since fabric elastic  con find zipper looks rather fragile 
2, leggings received look like picture  thin underwear lines clearly seen without even bending ! way could wear go commando  enthusiastic  's pity getting returned 
4, bra works ok hands free pump  comfortable wear day  bra extras medulla bra ends getting way  like zipper change though 
5, great  reviewed white cami  product different colour\n\nonce wearing  colour seems stretch particular cami 
1, wearing bali bras years style awful  cups barely lined seemed like b cup c cup ordered  bad fit around  perhaps pass \
3, love bra gives great support  find comfortable  negative gets pulls lace part  friction rubbing clothing  otherwise favorite bra 
5, love ! able fit pre-mat clothes still 22 weeks  little waistband help bellaband !
2, pros - nice weight  soft  feels great skin  washes well\nfit - 'new '  good fit average figure  true size  low cost - especially cotton\n\ncons - terrible waist band  hold/retain 's shape  6 pairs  first wearing - waistband stretches couple hours much pant literally fall ( wearing close fitting pants )  requires constant tugging keep up\ndo recommend 
2, sizes vary within pack  colors prints ugly - overall  good purchase purchase 
3, bra large ( ordered usual size ) return exchange\nthey say 3-6 weeks replaced  seems like long time
2, bought 2 bras love overall fit cup  found 1/2 inch elastic band rolls lay flat  ( even hand washing line drying ) 6 bras rotate one bra over-worn  suggestion company would increase width band larger sizes  buying bras due rolling elastic 
4, hands-free bra much needed relief  bra really hold pumps place allows use hands pump  teacher  went back work pump lunch planning period  bra  could pump ate  could check email grade papers planning  'm summer  's nice hands free read magazine take care infant  also washed couple times damage done  two reasons gave 4 instead 5 : latch top zipper would great add extra security  also  since used weeks  'm sure well hold time  see holes could eventually stretch  however  even holds months  would worth 
3, must fabric broad strap bras look like cheap upholstered furniture ? one get plain  unremarkable fabric narrow strap bras 
3, trying number bras literally 6 different brands past month professionally fitted twice  decided search maidenform ( )  usually sell bras 40d  available 40d ordered 3 glowing reviews  surprises many list moderately supportive bra  well made soft comfy  barely good enough wear public  cups really molded reviews pictures suggest  would call lightly lined cups  'show thru ' cold  also  sides feel like nothing offer much support certainly smooth  great house leisure bra  almost comfy enough wear bed  great day support\n\none good things bra however  cup designed lesser top full breast ( tear drop shape )  nursed 2 children gravity getting better age  breast weight/tissue lower  struggle find bras size fit well issue  bras full figure women always made breasts perfectly round full top bottom  frustrating  bra pretty much perfect cup fit  top gaping whatsoever  could give bit structure  wider straps  'd perfect bra would given 5 stars hands down\n\ni would recommend bra smaller woman needing light support light shaping  sort demi cup works great 'tear drop ' shaped breasts  wish bras cut way\n\nalso note  59\
1, fell apart one wash ! ! ! ! !
3, bought 4 bras  happy fit 
5, bustier completely frees hands things ( like feed child bottle  answer phone  check email ) 're pumping  quality good 's easy wash plan purchase one black  well 
2, bought bra default  closest recommendation actually wanted  's sort comfortable  minimize anything  actually created bulges  like  spent  would 've returned 
3, 'm old guy breast issues  wear bra fun need support got month ago  told fit front close model  fit well
4, recommend bra small waisted  heavy busted women 
4, bra comfortable  favorite bra  's nice 
5, bustier great ! 're pumping want sit hold bottles 20 mins  need  cause leakage  worked better expected !
1, really excited get product received impressed  product stay place & bunches  time received unable return post man delivered wrong address  needless say would recommend product
1, like uncomfortable feel like wasted money
3, like bra  problem cup small hung little much  cup needs bit larger contain everything  reorder something else 
5, product great ! use jeans ! tell friends product pregnant !
4, 'm 6 months pregnant found band alleviate belly back aches  definitely feel difference wearing  helps ton long shopping trips walks  've used heat cold handful times  pleased beads ice/heat pack keep flexible comfortable  wear 12/14 pre-pregnancy ml seems fit perfectly  sure fit well near end pregnancy 's probably 'll need ! really cons band  velcro issues getting lined properly  kind itchy  recommend shirt underneath  would recommend anyone suffering belly back pain  even pregnant ! \n\nthe author review received free sample product 
2, straps comfortable band around bottom  rubs leaves marks end day 
1, purchased 2 bras positive\nreviews  however  far i'll-fitting  uncomfortable bra ever worn  normally buy bali products  time really let down\nthe straps  adjustable  short caused bra constantly ride  comfortable\nthis bra gives appearance \
4, 're like  ready slip oversized  elastic maternity wear  could thing  'm 6 months pregnant still using  's perfect solution  works better pants others   's way better using rubber bands safety pins !
4, far really like bra  lifts yet keeps contained  worry back hold long run fairly thin material  hope  worn couple times 
5, long sleeve tee 'll wear !
1, even remotely sweatshirt  's exactly like non-skid area rug padding  literally peel apart stuck together stiff  's going right back store 
4, 'm 38c bought size l year ago  first like much wore conformed body become favorite  's comfy  provides moderate support  still looks good clothes  short  's happy medium sports bra ( great utility  bad fashion ) underwire ( looks good clothes  bad chores involve lot movement )  bonus : 's cool enough wear summer due cotton used fabric  extra bonus : straps adjust front take need move 
4, returned product back hooks wide therefore uncomfortable  quality product good  fit  return handled extremely well definitely would recommend company 
2, 'm 32 dd 34d bought medium per size chart  band huge  even tightest hook  brand new leaves bra give virtually support  'm going return  may great larger band sizes 
3, bought tights wear throughout pregnancy  really useful third trimester   fall  enough spandex material cling belly hold  ended wear belly band top  defeating purpose comfy tight 
4, would kept  except realize bows ( stick next temple ) flowered pattern  're  think would perfect  loved lenses  chose keep electric blue pair instead  hotter 
2, fabric thin ; fit great  nearly nice previous purchases
3, good color  good fit  straps uncomfortable 
5, two year old running around new baby bra life saver  's easy put able pump without hassle holding suction cups breast pump 
3, received bra days ago  feels great feel gives support looking  large breasted support sag  think smaller breasted woman would love bra 
5, saw shirt store  size  called several stores area one  ended ordering online couple times finally got  like looks like denim  softer wrinkle  reference  ordered m 'm 5 ' 7 '' 140 lbs  fit great  maybe bit long  looks cute tuck half tuck 
4, nervous ordering online  'm dd went ddd becoming pregnant  ordering kind bra annoying  figured would like wearing sports bra 's much comfy one ! also smash boobs like sports bras !
4, super cute  runs small chest  rest fits true size !
1, pajamas soft print really cute  quality terrible\ni hand washed cold water detergent hung dry red trim bled printed area 
2, bought 2 since 've happy medela products  option add straps  & \
4, festive print warner thinner leggings  side 're balling legs already one use 
1, ordered several second time wires still broke
2, 'm fan bali 's double support styles  one fabric stiff band scratchy  contrary description  cups stretchy  forgiving fit precisely cups -- problem breasts different sizes  bad one great range colors  sent back one hopefully fits better  without much color choice 
2, wore bras years  switched similar jms style  unavailable  decided come back bali  well quality bra definitely used ; guess keep looking 
2, bra would fine straps adjusted   dug shoulders  bad  send back 
5, wish everything velcro -- definitely gets best fit  seems help balance belly like grow ! wear 'm standing walking lot  sitting get uncomfortable wearing long time  cold/hot insert great summer -- waiting freezer !
4, bought two swirl design fronts  super comfortable  sure cup size  went larger glad  disappointing thing  3 washes  even though take washer hang dry  front fabric started pill  6 washes  fabric falling apart seams  pilling bad white one  point threw away 
3, great style tank  black color runs smaller green pink ( really orange  pink )  love style tank overall quality  concerned med  fits @ 6 months pregnant fit throughout pregnancy  green orange  longer inches much stretch  going return see large longer better fit ( stretch ) 
5, great price ! great shirt !
1, 've brought bra store problem  ordered 4 online 4 squeak ! 's awful ! movement awful squeaky noise  embarrassing  know changed materials buy bra ! ! ! ! wish someone would warned 
4, 'm 6 months pregnant found band alleviate belly back aches  definitely feel difference wearing  helps ton long shopping trips walks  've used heat cold handful times  pleased beads ice/heat pack keep flexible comfortable  wear 12/14 pre-pregnancy ml seems fit perfectly  sure fit well near end pregnancy 's probably 'll need ! really cons band  velcro issues getting lined properly  kind itchy  recommend shirt underneath  would recommend anyone suffering belly back pain  even pregnant ! \n\nthe author review received free sample product 
3, purchased bra ended returning looking  nice bra wanted something bit padding 
5, picked in-store today  know online called \
5, tried another bra one far superior  bra eventually stretched way tighten  bra zipper front velcro back case need tighten time  also love shoulder straps  gives added support case produce lot milk ; ) highly recommend breast pump bra  wo disappointed 
5, makes pumping life much easier  would 've stopped pumping long without bra  32b pre-baby  34c post baby ordered small  little tight first want tight stretch bit need tight order keep pump suctioned stay 
5, love bra  hated pumping bought much easier since multi-task\nlove comes straps choose side wear  also love velcro back  adjustable personal size  really soft material great 're engorged 
3, like shape gives -- looks couple tennis balls taped chest  rather giving smooth outline  photo misleading ; 'd taken closer look \
2, really like fit jeggings - white denim pair bought summer got lot wear  find true size  fit well  color  hoping camel tone like photo  actuality british khaki  personally wear khakis  want appear though  wo work  color pictured  would definitely staple fall wardrobe ! wait colors come back stock 
4, comfort fit target tees quite good  material transparent pretty light weight  warm winter 
5, easy use- must moms going back work pumping  well made
1, designed good wear low cut clothes without bra showing  would suggest hanes come bra deep neck like style # g262 style # g795
3, bought bra intention wearing work  sampling home found tops shoulders started hurt  believe could remedied straps adjustable  went wear next day work found nipples showed  would unacceptable workplace  comfortable bra  needs little tweeking 
1, purchased 3 bras cup size correct  person big around mean cup size bigger  b 's bali design 
3, whatever reason  impression 4 back hooks  need 4 hooks  happy 
4, great looking bra wearing tendency loosen use
2, felt bra looking  straps elastic  prefer  felt overall supportive 
2, bought online bought months ago store love  scratched beyond use person couple hours ( wore church  could wear home )  arrived scratched  returned store  bought new ones ( style )  went put 28 hours later arm broke  cute  need last bit longer please !
5, highly recommend anyone searching leggings cheap thin material ! prefer cotton leggings anyway leotard type material fit bill perfectly  like make feel \
2, 40dd/e  pumping bustier must-have  one disappointing  zipper broke used times  bought another brand ( available website ! ) much sturdier better fitting  get one  one !
3, first bought night gown  loved ! wore time    came washing  washed  shrunk much  ca even wear anymore  purchased xs  wish would known head time could gotten small/medium instead  careful washing   love miss wearing purchase another bigger size 
5, great experience belly bandit ! given another stretchy wrap around support c-section definitely preferred belly bandit ! see clothes  baby ! give self slack : ) liked belly bandit one gave incredible back support ! definitely try next pregnancy !
3, 've worn bra several weeks  find lace scratchy  especialy arm  front closure positive  choice  would opt foam cups  's redundant cup 
2, bought described full figure support  support & lining  yes pretty 's want  true size like feel like 'm wearing bra & look like 'm wearing bra 
1, normal feet  little narrow  socks small ! wear size 8 've never get large size socks  would ! always worn no-shows 've never problem slipping heel  half socks set fine  half smaller fit  four pairs  re-arrange get 2 pairs 
1, like underwire side wire  uncomfortable almost painful  bra contour pretty  size 46dd bra comfortable  also ordered bali double support wire free bra  much better choice  bra comfortable soft 
4, summer  go-to bra  supportive ( 'm cup )  yet made cotton  cool enough wear temperature humidity spike\ni gave 4 stars  hold well numerous washings  however fact deterred purchasing bra  simply replaced worn ones new ones  hope keep one around long time !
1, tried bra  love  reason gave 1 star tried store  didnt fit way hoping since straps adjustable band rides therefor didnt buy
5, petite enough trouble finding pants fit got pregnant  belly belt life saver ! ! ! hopefully two sizes get entire pregnancy wo even buy maternity pants ! would recommend product anyone pregnant ! save ton money long run ! !
4, bustier made much convenient pump  exclusively  comfortable  would wear unless going pump  even remove nursing bra use  don'tknow could use brand medela medela pump  somewhat pricey freedom priceless 
5, honest  think support band would help much  really problem back pain pregnancies one bring third pregnancy nurse working 12 hour shifts  back taking beating  started wearing support band work helped tremendously  without using band  would excruciating pain  used band  would little bit discomfort  \n\nthe author review received free sample product 
1, mean speak plainly enough nipple coverage one ! actually cut pads old bra used one - great fix 
5, best - definitely helped post baby body  also felt comfortable supportive 
5, searching everywhere long sleeve high cut black tee shirt  excited find one  even sale ! bought five ! great buy !
5, ended c-section daughter glad bought product ! made feel much comfortable literally felt like holding together ! results amazing credit helping stomach area shrink back towards 's pre pregnancy shape ! 's nude color great undetectable clothes love breathable summer months ! love much plan getting another one baby # 2 december !
1, seemed exactly platform style comfort market fantastic price point  unfortunately sandals came apart second time wore city  thought made perfect city shoes boy wrong  strap completely separated platform leaving flip flop weird ankle bracelet walk-home  terrible quality  things target used better  something really 
3, bought 6 bras support fit since full busted  basically 's great bra however problems underwire tips coming causing wire break fabric  making unwearable due wire stabbing arm  happen ones happened within first 2 weeks hand wash hang dry bras 
1, pajamas soft print really cute  quality terrible\ni hand washed cold water detergent hung dry red trim bled printed area 
4, nice hands free read  snack fold laundry 
3, 'm old guy breast issues  wear bra fun need support got month ago  told fit front close model  fit well
5, recently ordered upside belly 33 weeks pregnant starting extreme low back pain making everything challenging  5ft6 135 lbs size 2 prior pregnacy found size small fit well  product seems made good quality material day far  ice pack spot awesome exactly need ! also purchased full belly leggings size super comfy far  pleased purchases thought service easy fast ! !
3, bought 2 based sizing chart one fits perfectly wont even clasp back ( small ) 'm sure order next medium large ? hmmmm
1, bali passion comfort bra lost 's shape one washingthe straps problem  way shorten straps bra first time worn 
4, bra comfy ones less year ripped front
3, went recommendation others wrote review went size highly recommend  returned swimsuit uncomfortable back area  you know \
5, love ! extra band top belly support thick enough see thru ! 22 weeks  5 ' 5 weighing 173  ordered medium fit perfectly 
4, 'm youthful  large bosomed woman needs good support  bought far expensive bras give girls lift needed  one trick 
4, fits true size 
1, bought 3 bras daughter 34d  chart indicated small  come close covering  'll sending 3 back perhaps try size medium 
5, love product ! pump lo  times pumping eating  feeding lo  maybe phone  time ! used take 30-60 mins pump  pumping bra  takes 15-30 mins tops ! bra adjustable ribcage size  thick material  still need case mastitis  definitely recommend product !
3, swimsuit cute  someone shorter torso  'm 5 ' 7\
5, dress flattering  great fit ( bought large - usually wear dress size 10 ) received many compliments throughout day  great work !
4, like leggings thick  'm 5 ' 2\
2, bali bras always go-to correct sizing -- except order  recently fitted store determined usual size 34dd small  bra ordered  32ddd  however  far large cup size  comparison one purchased store  ordered 34dd instead  least style bra  features quite nice like style  order different size next time 
2, package states roll  roll 
3, fit runs small  crocheted lace looks pretty rough  inner dress cami hugs body  outer crocheted ( see ) layer fit flare  ordered dresses size target fit great  guess one need try next size  zoom picture purchasing notice 's buttoned dress front 
5, wear 38c usually xl fits perfectly  comfortable sleep ! !
4, bra helpful pumping work  know would without  like size adjustable  fit anyone
1, ca tell works  bought belly bandit 's recommended medium ( gotten large ) ca get fit around  'm little upset 's chea longer return information/paperwork measured 2 times  ordered knew would fit 
2, bought 2 since 've happy medela products  option add straps  & \
3, really excited see mail today  got disappointed right trying  'm petite 5 ft 3\
1, nothing description warns minimizer bra make mistake  definitely minimizer  looking minimizer  elastic around outside cups breasts look strangely pointy rounded tips  pretty bra mostly comfortable  good look  wish could return washed  learned hard way 
4, favorite every day bra  purchased several years  could rate excellent  also bought different sizes due weight loss  great fit  minimizes perfectly  unfortunately  every bra purchased  cut edges hook clasp portions  edges  however area made  dig skin cause bleeding  never trouble bra ever owned 
2, excited find highly disappointed tried  work  made pants loose waist ! pants would sag slip could even wear house  returned  sure would work better high waisted pants wear lower waisted pants  would recommend  try belly bands instead 
3, adorable feel well-made  need definitely size ! consistently medium target swimsuit bottoms could barely get hips medium  tight  also  little cheeky expected  think ordered size large would perfect exactly looking 
1, overall  worth money\nnot happy anything
1, understand sizing bra  uncomfortable larger cup size would fit better  wore made itch end day 
3, bra comfortablefirst day though  thin fabric middle tore right
5, comfortable wear cant see clothes  2nd c section made huge difference helping tummy go  wish would 've bought one first baby ! complaint would would wishing length belly bandit longer covered whole torso bottom part overall great product worth money !
5, bought less hour ago  vintage style  great fit tailored  bought large since bust size  yet still fitted around waist  fabric soft skin price steal 
5, wife bought found useful  good product value 
1, thin material  see right ! !
1, bras support  size xl wear 38 ddd  boobs falling bottom  maybe 'll work someone small boobs 
3, bra extremely comfortable  support well others  give good 'look ' shirt  saggy  additionally  nipples definitely show wearing t-shirt 
3, 34ddd always lookout comfortable  supportive bra without underwires  bra fairly supportive felt like held well  generally comfortable  although stays sides poke may problem shorter women  disappointment cups means separating  larger ladies know means - uniboob  back drawing board 
3, high hopes purchased bra ( 2xl 42dd )  far comfortable bra purchased last couple years *having purchased well dozen various brands styles )  offer support us larger sized  older women  may fine younger women perkier girls\n\nit good fit 42dd  would  however  caution purchase 2xl 44 band size  may find bra tight\n\na good bra kicking around house  wearing public modest type 
5, fits well  washes well  exactly wanted
3, cups big  ordered 34 b wear hanes cross heart  guess understand moulded cup  otherwise looks like hold lot wear 
4, dress fits nice  recently gave birth flair a-line skirt hides post preggo lower belly  durable knit good weight 
1, bought one color # 07112 t-back bras december black one shredded front closure fabric  material attaches closures white  latte bronze one almost shredded half  worn black one one shredded  disappointed  washing bras  hang dry definitely heat dryer 
4, loved fit shirt  bought two ! 'm larger chest stomach still gave length comfort !
2, great bra sizes stretch straps need say description ! says 'larger sizes '  42b stretch straps uncomfortable  guess consider larger size 
2, loved shirt actually planned go buy pulled dryer today ! followed washing instructions  size l fits 9 year old ! !
1, disappointed feel material wore bra gave away  sorry  ususlly thrilled platex bras  please bring back ones lined soft coton comfort shoulder straps 
2, straps thinner perceived pic  cup large side  double dd would go single  material bit scratchy  'm 48dd supportive  's average bra 
2, unique stylish sunglassees  went check noticed sunglasses sort sticky stuff  told associate would still get clean  associate scan frame broke halfvery poor quality didnt get them\n\n [  ]
4, bra pretty comfortable  especially make straps tighter  bras long enough straps adjust tighter & constantly fall shoulders\ni would given highest rating material bust softer  one side kinda scratchy & hurts day 's wear 
1, bra number style wearing years  bra straps stay shoulders  never problem  could one second ? ? ? ? \nanyhow one good  ca wear  unless want look like loose women standing corner straps around upper arms haahaa kidding really right 
2, unfortunately  bras fit hoped  cups puckered wider apart body  breasts splayed outwards beneath armpits  definitely look going  return 
2, enough support comfortable  would buy bra 
5, love shirt much  bought 2 !
2, unfortunately  bras fit hoped  cups puckered wider apart body  breasts splayed outwards beneath armpits  definitely look going  return 
2, pretty bra  another reviewer said ( 've listened )  bra sticks sides arms  annoying  looks stupid  tried two one even worse  returning  also  fit much snug passion comfort bras size 
5, belly band blanket belly armor  love  really prevent radiation ( tried cell phone test several times )  use blanket time home  band 'm  especially traveling  've also started buying gifts mommy-to-be friends 
5, [  ] pleasantly surprised quality ! soft fabric  well made adjustable  make pumping much easier people !
4, really like pants  elastic/drawstring waist twists flips fix every time put pants  minor annoyance ; would still recommend jogger pants star wars fan  size xxl fits great ( like size 16 ) 
2, way big  looked like maternity top  returned 
4, fit perfect  price great ! 're thin though  wanted 'd heat lot  good get chilled know mean  ; )
2, love bra-but one straps messed ! 's sewen incorrectly causing twisted fixable  want go trouble mailing back 
4, looked great model 's really type bra
2, worked great first got  've pumping ten months  full time  zipper started popping seven months  would preferred one without zipper solely tube 
5, bought product expecting use mainly thera-pearl heat/cold pack ( great product holds heat/cold perfect spot even 're moving around ? )  've actually ended using help muscle pain/pulling move around  without ca shopping belly feels like 's tearing even short amount walking ( 3rd trimester )  helps much ; 'm glad bought  negative think make sure shirt tummy panel pants underneath velcro irritate belly 
4, shoes good quality price great ! cute bought 2 pair far  little tight  first pair perfect  hope stretch little wear 
5, great price ! great shirt !
3, looking comfortable underwire bra  wire sticks armpit front wire stands smooth  feels like wire long 
3, returned merchandise go store located palm beach order find model looking
4, think adorable sweater ( even though 's sold \
1, happened brand/type bra liked lingerie liked : wonderful   sudden  quality materials drops dramatically  bra used fit perfectly totally comfortable  last time ordered new ones  though  like tourniquets even though bought exact size actually lost weight  gained  fit completely different materials inflexible make wearing uncomfortable  unfortunately  happy  ordered 6  'm stuck  sort thing happened past  item way became longer available 'm guessing 's 's going  wish could get money back course  's late 
3, expected heavier weight material wanted something would cover robe lounging around house front kids  material thin see right light colored pants every detail chest thin shirt  fit good  big high waist like find many plus sized pajama pants  expected heavier weight material  like typical t-shirt weight  much much thinner  guess soft  definitely returned 
2, 'm crazy  'm still crazy 
2, sad  received christmas loved  washed everywhere red piping  bled  going back 
1, ( unpleasantly ) surprised fit bra  cup size okay  36c  material straps back bra scratchy uncomfortable ! wash everything wear  wanted minimizer certain summer tops  spent day red shoulders itchy back  bra going back asap !
2, good way  well endowed girl - 38dd  brought several \
3, bras serve purpose  nurse  band around bottom comfortable  biggest complaint high back bras come neck  stops 2 inches hairline  drives crazy 
5, love bra  currently five nursing two children ( one 15m one 11m ) worn five  eventually clasps back come apart bras  complaints\nthe bra comfortable 've found nursing pumping  've tried multiple styles brands  've purchased target  soma  motherhood maternity bestits comfy enough wear day night\ni size large 'm 36 ddd  stretch bit need washed tighten back 
4, love kimno ! ! ! long floor length ! see threw love lace back ! wear jeans yoga pants
3, worked fine little 8 months velcro completely stopped working  totally useless  even tried fixing velcro stickies work  used multiple times day good run  buy one would buy something actual bra strap instead velcro  know everyone loves bra  maybe use much wear 
5, product gave much freedom ( still ) ! know ever lived without !
4, extremely nice material  soft stretchy  reason got four stars instead five enough support large heavy breasts  think order size would help support material stretchy enough would still fit trunk body 
4, like bra overall except stitching along top cups  normally wear bras area smooth area thought 'd try one due good reviews  unfortunately  cuts breast tissue top bit causing \
3, purchasing lilyette minimizing strapless bra  convinced lilyette brand need buy bras  anymore  'm little  solid around period rarely ever buys c occasionally  bra needing c cup  straps tightened fabric quite pulled taunt enough minimizing supportive like  minimizing lilyette strapless bra bought regular size 34d tiny supportive makes boobs look like size b ! also purchased another strapless bra another style huge ! think lilyette sizing extremely inconsistent 
4, couple bras purchased 3  comfortable straps stay shoulders  usually problem\n\ni think cup size runs small 
4, reading reviews decided  soft  see nice  little loose right 14 weeks waist  fine growing room  5 ' 2 complaint little long thus little bunchy  plan wearing tunic style tops  hide extra material top !
3, used product several times  feel like first worked really well elastic button stretched  'm big 26 weeks  'm still pre-pregnancy pants used product smallest setting  elastic stretched big pants fall  resorted using hair elastic instead  get bigger might work well ca use  love idea  material  oh fabric comes useless  least 
1, bought bra try  like thing bra  like feel  natural  'm saying support u 's pretty  natural
3, high hopes purchased bra ( 2xl 42dd )  far comfortable bra purchased last couple years *having purchased well dozen various brands styles )  offer support us larger sized  older women  may fine younger women perkier girls\n\nit good fit 42dd  would  however  caution purchase 2xl 44 band size  may find bra tight\n\na good bra kicking around house  wearing public modest type 
3, straps elastic cups quality 've purchased bra stores  comfortable decided return purchase store 
3, since live hour nearest clothes stores  's much easier order online  previous maternity clothes fit fantastic  pants would say fit least  waist fits perfect really comfortable  's almost tight put around calves ankles  wear small everything  really surprised fit  kept though went size waist would big  would recommend women really small legs 
5, love shirt  recommend getting size shrinks lot dryer 
4, great bra ( looks features )  wish band size went higher 42 
5, bustier claims  wear 36-38 c nursing large good fit  's comfortable big  hands free pumping 
1, uncomfortable -- hard flexible  wonder called minimizer ; restricts breast shape  additionally  five ( 5 ) closures back -- overkill  wish could return bra 
3, way women 's sizing  junior sizing 
4, 'm tall always looking longer tops  one nicer others extremely thick material 
2, like bra  bunches girls  straps stay flat  bunch  would never wear public  ok home  also band small size  like bands 4 hooks  2 ? \nnot happy  wo buy anymore 
2, liked elastic  good easy stretch  tightness elastic  think wear well 
2, 's thin warm  fair  got 'm going chemotherapy shave head  hair might warmer  need something keep head warm  also yarn low quality  price expected guess\ni plan return get something better quality 
3, purchased bra ended returning looking  nice bra wanted something bit padding 
4, buying style years find pleasure wear exercise  outdoor work  etc  looks fine  prefer underwire dressier wear  always 18hour style anything else 
1, cup like double d disappointed sizing  wo buy bali
2, looking slightly opaque tights got ! material cotton thought  nylon 
4, great throw maxi dress tank top add little coverage work  goes everything really cute leggings  something wear year round 's definitely worth price  think runs bit large want billowy would size 
1, bought granddaughter  called bra gives support ever  sent back today  first last bali bra 
4, like wear  fit well  thing like need deeper pockets
1, bra number style wearing years  bra straps stay shoulders  never problem  could one second ? ? ? ? \nanyhow one good  ca wear  unless want look like loose women standing corner straps around upper arms haahaa kidding really right 
